registration,model_code,model_text,country_code,production_date,owner_icao
RA-89086,SU95,Sukhoi Superjet 100-95LR,RU,2017-07-01,LLM
RA-89088,SU95,Sukhoi Superjet 100-95LR,RU,2017-04-01,LLM
RA-89090,SU95,Sukhoi Superjet 100-95LR,RU,2018-02-01,LLM
RA-89091,SU95,Sukhoi Superjet 100-95LR,RU,2017-09-01,LLM
RA-89092,SU95,Sukhoi Superjet 100-95LR,RU,2017-11-01,LLM
RA-89093,SU95,Sukhoi Superjet 100-95LR,RU,2017-11-01,AZO
RA-89094,SU95,Sukhoi Superjet 100-95LR,RU,2017-12-01,AZO
RA-89095,SU95,Sukhoi Superjet 100-95LR,RU,2018-02-01,AZO
RA-89096,SU95,Sukhoi Superjet 100-95LR,RU,2017-12-01,AZO
RA-89097,SU95,Sukhoi Superjet 100-95B,RU,2017-05-01,SDM
RA-89099,SU95,Sukhoi Superjet 100-95B,RU,2017-07-01,SDM
RA-89100,SU95,Sukhoi Superjet 100-95B,RU,2017-07-01,SDM
RA-89101,SU95,Sukhoi Superjet 100-95B,RU,2017-07-01,SDM
RA-89102,SU95,Sukhoi Superjet 100-95B,RU,2017-09-01,SDM
RA-89103,SU95,Sukhoi Superjet 100-95B,RU,2017-09-01,SDM
RA-89104,SU95,Sukhoi Superjet 100-95B,RU,2017-10-01,SDM
RA-89105,SU95,Sukhoi Superjet 100-95B,RU,2017-10-01,SDM
RA-89106,SU95,Sukhoi Superjet 100-95B,RU,2017-10-01,SDM
RA-89107,SU95,Sukhoi Superjet 100-95B,RU,2017-10-01,SDM
RA-89108,SU95,Sukhoi Superjet 100-95B,RU,2017-11-01,SDM
RA-89109,SU95,Sukhoi Superjet 100-95B,RU,2017-11-01,SDM
RA-89110,SU95,Sukhoi Superjet 100-95B,RU,2018-04-01,SDM
RA-89111,SU95,Sukhoi Superjet 100-95B,RU,2018-02-01,SDM
RA-89112,SU95,Sukhoi Superjet 100-95B,RU,2018-03-01,SDM
RA-89113,SU95,Sukhoi Superjet 100-95B,RU,2018-04-01,SDM
RA-89114,SU95,Sukhoi Superjet 100-95B,RU,2018-04-01,SDM
RA-89115,SU95,Sukhoi Superjet 100-95B,RU,2018-06-01,SDM
RA-89116,SU95,Sukhoi Superjet 100-95B,RU,2018-06-01,SDM
RA-89120,SU95,Sukhoi Superjet 100-95B,RU,2018-10-01,AZO
RA-89121,SU95,Sukhoi Superjet 100-95B,RU,2018-10-01,AZO
RA-89122,SU95,Sukhoi Superjet 100-95LR,RU,2018-01-01,RWZ
RA-89123,SU95,Sukhoi Superjet 100-95B,RU,2019-03-01,SDM
RA-89124,SU95,Sukhoi Superjet 100-95B,RU,2019-04-01,SDM
RA-89125,SU95,Sukhoi Superjet 100-95B,RU,2019-05-01,SDM
RA-89126,SU95,Sukhoi Superjet 100-95B,RU,2019-06-01,SDM
RA-89127,SU95,Sukhoi Superjet 100-95B,RU,2019-06-01,SDM
RA-89128,SU95,Sukhoi Superjet 100-95B,RU,2019-07-01,SDM
RA-89129,SU95,Sukhoi Superjet 100-95B,RU,2019-07-01,SDM
RA-89130,SU95,Sukhoi Superjet 100-95B,RU,2019-09-01,SDM
RA-89131,SU95,Sukhoi Superjet 100-95B,RU,2019-09-01,SDM
RA-89132,SU95,Sukhoi Superjet 100-95B,RU,2019-10-01,SDM
RA-89133,SU95,Sukhoi Superjet 100-95B,RU,2019-11-01,SDM
RA-89134,SU95,Sukhoi Superjet 100-95B,RU,2020-02-01,SDM
RA-89136,SU95,Sukhoi Superjet 100-95LR,RU,2019-01-01,AZO
RA-89137,SU95,Sukhoi Superjet 100-95B,RU,2019-02-01,RWZ
RA-89138,SU95,Sukhoi Superjet 100-95B,RU,2019-04-01,RWZ
RA-89139,SU95,Sukhoi Superjet 100-95B,RU,2020-03-01,AZO
RA-89140,SU95,Sukhoi Superjet 100-95B,RU,2020-05-01,RWZ
RA-89141,SU95,Sukhoi Superjet 100-95B,RU,2020-06-01,RWZ
RA-89142,SU95,Sukhoi Superjet 100-95B,RU,2020-06-01,SDM
RA-89143,SU95,Sukhoi Superjet 100-95B,RU,2020-07-01,RWZ
RA-89144,SU95,Sukhoi Superjet 100-95B,RU,2020-07-01,RWZ
RA-89145,SU95,Sukhoi Superjet 100-95B,RU,2020-09-01,RWZ
RA-89146,SU95,Sukhoi Superjet 100-95B,RU,2020-10-01,SDM
RA-89147,SU95,Sukhoi Superjet 100-95B,RU,2020-10-01,SDM
RA-89148,SU95,Sukhoi Superjet 100-95B,RU,2020-12-01,SDM
RA-89149,SU95,Sukhoi Superjet 100-95B,RU,2018-12-01,AZO
RA-89154,SU95,Sukhoi Superjet 100-95LR,RU,2017-02-01,RWZ
RA-89155,SU95,Sukhoi Superjet 100-95LR,RU,2018-06-01,RWZ
RA-89158,SU95,Sukhoi Superjet 100-95LR,RU,2018-10-01,RWZ
RA-89162,SU95,Sukhoi Superjet 100-95B,RU,2016-07-01,AZO
RA-89169,SU95,Sukhoi Superjet 100-95B,RU,2021-02-01,SDM
RA-89170,SU95,Sukhoi Superjet 100-95B,RU,2021-02-01,SDM
RA-89171,SU95,Sukhoi Superjet 100-95B,RU,2021-05-01,SDM
RA-89172,SU95,Sukhoi Superjet 100-95B,RU,2021-06-01,SDM
RA-89173,SU95,Sukhoi Superjet 100-95B,RU,2021-06-01,SDM
RA-89174,SU95,Sukhoi SuperJet 100-95B,RU,2021-07-01,SDM
RA-89175,SU95,Sukhoi Superjet 100-95B,RU,2021-09-01,SDM
RA-89176,SU95,Sukhoi Superjet 100-95B,RU,2021-09-01,SDM
RA-89177,SU95,Sukhoi Superjet 100-95B,RU,2021-10-01,SDM
RA-89178,SU95,Sukhoi Superjet 100-95B,RU,2021-10-01,SDM
RA-89179,SU95,Sukhoi Superjet 100-95B,RU,2019-02-01,AZO
RA-89180,SU95,Sukhoi Superjet 100-95B,RU,2019-03-01,AZO
RA-89183,SU95,Sukhoi Superjet 100-95B,RU,2019-10-01,SDM
RA-89184,SU95,Sukhoi Superjet 100-95LR,RU,2021-11-01,RWZ
RA-89186,SU95,Sukhoi Superjet 100-95B,RU,2022-02-01,AZO
RA-89189,SU95,Sukhoi Superjet 100-95LR,RU,2022-04-01,AZO
RA-89195,SU95,Sukhoi Superjet 100-95LR,RU,2018-07-01,RWZ
RA-89196,SU95,Sukhoi Superjet 100-95LR,RU,2018-07-01,RWZ
RA-96020,IL96,Ilyushin Il-96-300PU,RU,2012-01-01,RSD
RA67065,L410,Let L410UVP-E20 Turbolet,RU,,GZP
RDPL-34022,MA60,Xian MA-600,LA,,
RDPL-34173,AT75,ATR 72-500,LA,2009-06-01,LAO
RDPL-34174,AT75,ATR 72-500,LA,2009-08-01,LAO
RDPL-34176,AT75,ATR 72-500,LA,2010-12-01,LAO
RDPL-34188,A320,Airbus A320-214,LA,2011-02-01,LAO
RDPL-34199,A320,Airbus A320-214,LA,2011-03-01,LAO
RDPL-34222,AT76,ATR 72-600,LA,2012-09-01,LAO
RDPL-34223,A320,Airbus A320-214,LA,2012-11-01,LAO
RDPL-34224,A320,Airbus A320-214,LA,2012-12-01,LAO
RDPL-34225,AT76,ATR 72-600,LA,2014-05-01,LAO
RDPL-34228,AT76,ATR 72-600,LA,2014-11-01,LAO
RF-32768,BER2,Beriev Be-200ChS,,2006-09-01,SUM
RJTT-13,GRND,Airport Check Car,,,
ROVER1,GRND,Airport Ground Vehicle,,,
RP-C3239,A20N,Airbus A320-271N,PH,2019-05-01,CEB
RP-C3265,A320,Airbus A320-214,PH,2011-10-01,CEB
RP-C3267,A320,Airbus A320-214,PH,2011-11-01,CEB
RP-C3268,A320,Airbus A320-214,PH,2012-01-01,CEB
RP-C3273,A320,Airbus A320-214,PH,2013-02-01,CEB
RP-C3274,A320,Airbus A320-214,PH,2013-06-01,CEB
RP-C3275,A320,Airbus A320-214,PH,2013-07-01,CEB
RP-C3276,A320,Airbus A320-214,PH,2013-12-01,CEB
RP-C3277,A320,Airbus A320-214,PH,2014-01-01,CEB
RP-C3278,A320,Airbus A320-214,PH,2014-02-01,CEB
RP-C3279,A320,Airbus A320-214,PH,2014-03-01,CEB
RP-C3281,A20N,Airbus A320-271N,PH,2019-06-01,CEB
RP-C3342,A333,Airbus A330-343,PH,2013-07-01,
RP-C3343,A333,Airbus A330-343,PH,2014-01-01,
RP-C3344,A333,Airbus A330-343,PH,2014-04-01,
RP-C3345,A333,Airbus A330-343,PH,2014-07-01,
RP-C3346,A333,Airbus A330-343,PH,2015-02-01,CEB
RP-C3347,A333,Airbus A330-343,PH,2016-03-01,
RP-C3348,A333,Airbus A330-343,PH,2017-04-01,CEB
RP-C4100,A320,Airbus A320-214,PH,2014-10-01,CEB
RP-C4101,A320,Airbus A320-214,PH,2014-10-01,CEB
RP-C4102,A320,Airbus A320-214,PH,2015-01-01,CEB
RP-C4103,A320,Airbus A320-214,PH,2015-01-01,CEB
RP-C4104,A320,Airbus A320-214,PH,2015-08-01,CEB
RP-C4105,A320,Airbus A320-214,PH,2015-09-01,CEB
RP-C4106,A320,Airbus A320-214,PH,2015-12-01,CEB
RP-C4107,A320,Airbus A320-214,PH,2015-12-01,CEB
RP-C4108,A320,Airbus A320-214,PH,2016-03-01,CEB
RP-C4109,A20N,Airbus A320-271N,PH,2019-09-01,CEB
RP-C4110,A20N,Airbus A320-271N,PH,2020-01-01,CEB
RP-C4111,A321,Airbus A321-211,PH,2018-03-01,CEB
RP-C4113,A321,Airbus A321-211,PH,2018-04-01,CEB
RP-C4114,A321,Airbus A321-211,PH,2018-04-01,CEB
RP-C4115,A321,Airbus A321-211,PH,2018-05-01,CEB
RP-C4116,A321,Airbus A321-211,PH,2018-10-01,CEB
RP-C4117,A321,Airbus A321-211,PH,2018-11-01,CEB
RP-C4118,A21N,Airbus A321-271NX,PH,2019-01-01,CEB
RP-C4119,A21N,Airbus A321-271NX,PH,2019-05-01,CEB
RP-C4120,A21N,Airbus A321-271NX,PH,2019-09-01,CEB
RP-C4121,A21N,Airbus A321-271NX,PH,2019-10-01,CEB
RP-C4122,A21N,Airbus A321-271NX,PH,2019-11-01,CEB
RP-C4123,A21N,Airbus A321-271NX,PH,2020-04-01,CEB
RP-C4124,A21N,Airbus A321-271NX,PH,2020-11-01,CEB
RP-C4125,A21N,Airbus A321-271NX,PH,2021-03-01,CEB
RP-C4126,A21N,Airbus A321-271NX,PH,2021-04-01,CEB
RP-C4127,A21N,Airbus A321-271NX,PH,2022-03-01,CEB
RP-C4131,A20N,Airbus A320-271N,PH,2022-06-01,CEB
RP-C4132,A20N,Airbus A320-271N,PH,2022-04-01,CEB
RP-C4202,AT46,ATR 42-600,PH,2015-12-01,ATX
RP-C5901,DH8D,De Havilland Canada Dash 8-400,PH,2017-07-01,GAP
RP-C5902,DH8D,De Havilland Canada Dash 8-400,PH,2017-08-01,GAP
RP-C5903,DH8D,De Havilland Canada Dash 8-400,PH,2017-09-01,GAP
RP-C5905,DH8D,De Havilland Canada Dash 8-400,PH,2017-09-01,GAP
RP-C5906,DH8D,De Havilland Canada Dash 8-400,PH,2017-10-01,GAP
RP-C5907,DH8D,De Havilland Canada Dash 8-400,PH,2018-04-01,GAP
RP-C5910,DH8D,De Havilland Canada Dash 8-400,PH,2018-07-01,GAP
RP-C5911,DH8D,De Havilland Canada Dash 8-400,PH,2018-09-01,GAP
RP-C5915,DH8D,De Havilland Canada Dash 8-400,PH,2019-12-01,GAP
RP-C6638,AT75,ATR 72-500,PH,2001-10-01,RLB
RP-C6678,AT75,ATR 72-500,PH,2001-09-01,BIC
RP-C7252,AT75,ATR 72-500(F),PH,2008-09-01,SRQ
RP-C7253,AT75,ATR 72-500(F),PH,2008-10-01,SRQ
RP-C7280,AT76,ATR 72-600,PH,2016-08-01,SRQ
RP-C7281,AT76,ATR 72-600,PH,2016-10-01,SRQ
RP-C7282,AT76,ATR 72-600,PH,2017-01-01,SRQ
RP-C7283,AT76,ATR 72-600,PH,2017-02-01,SRQ
RP-C7284,AT76,ATR 72-600,PH,2017-04-01,SRQ
RP-C7285,AT76,ATR 72-600,PH,2017-07-01,SRQ
RP-C7286,AT76,ATR 72-600,PH,2017-09-01,SRQ
RP-C7287,AT76,ATR 72-600,PH,2017-11-01,SRQ
RP-C7288,AT76,ATR 72-600,PH,2018-01-01,SRQ
RP-C7289,AT76,ATR 72-600,PH,2018-01-01,SRQ
RP-C7290,AT76,ATR 72-600,PH,2018-10-01,SRQ
RP-C7291,AT76,ATR 72-600,PH,2018-12-01,SRQ
RP-C7292,AT76,ATR 72-600,PH,2019-04-01,SRQ
RP-C7294,AT76,ATR 72-600,PH,2021-09-01,SRQ
RP-C8189,A320,Airbus A320-216,PH,2011-07-01,APG
RP-C8397,A320,Airbus A320-214,PH,2012-01-01,GAP
RP-C8398,A320,Airbus A320-214,PH,2012-04-01,GAP
RP-C8604,A320,Airbus A320-214,PH,2007-03-01,GAP
RP-C8606,A320,Airbus A320-214,PH,2007-06-01,GAP
RP-C8609,A320,Airbus A320-214,PH,2007-10-01,GAP
RP-C8610,A320,Airbus A320-214,PH,2007-10-01,GAP
RP-C8611,A320,Airbus A320-214,PH,2008-03-01,GAP
RP-C8612,A320,Airbus A320-214,PH,2008-06-01,GAP
RP-C8613,A320,Airbus A320-214,PH,2008-07-01,GAP
RP-C8615,A320,Airbus A320-214,PH,2008-12-01,PAL
RP-C8619,A320,Airbus A320-214,PH,2012-09-01,GAP
RP-C8620,A320,Airbus A320-214,PH,2012-10-01,PAL
RP-C8940,A320,Airbus A320-216,PH,2007-05-01,APG
RP-C8945,A320,Airbus A320-216,PH,2008-05-01,APG
RP-C8946,A320,Airbus A320-214,PH,2010-07-01,APG
RP-C8947,A320,Airbus A320-216,PH,2008-04-01,APG
RP-C8948,A320,Airbus A320-216,PH,2007-04-01,APG
RP-C8950,A320,Airbus A320-216,PH,2018-10-01,APG
RP-C8963,A320,Airbus A320-216,PH,2007-04-01,APG
RP-C8964,A320,Airbus A320-216,PH,2007-10-01,APG
RP-C8965,A320,Airbus A320-216,PH,2007-07-01,APG
RP-C8966,A320,Airbus A320-216,PH,2013-12-01,APG
RP-C8967,A320,Airbus A320-216,PH,2007-07-01,APG
RP-C8971,A320,Airbus A320-216,PH,2006-10-01,APG
RP-C8975,A320,Airbus A320-214,PH,2005-04-01,APG
RP-C8976,A320,Airbus A320-216,PH,2007-12-01,APG
RP-C8977,A320,Airbus A320-216,PH,2006-06-01,APG
RP-C8978,A320,Airbus A320-216,PH,2006-12-01,APG
RP-C8979,A320,Airbus A320-214,PH,2007-02-01,APG
RP-C8986,A320,Airbus A320-216,PH,2007-01-01,APG
RP-C9901,A321,Airbus A321-231,PH,2013-07-01,PAL
RP-C9902,A321,Airbus A321-231,PH,2013-08-01,PAL
RP-C9903,A321,Airbus A321-231,PH,2013-09-01,PAL
RP-C9905,A321,Airbus A321-231,PH,2013-10-01,PAL
RP-C9906,A321,Airbus A321-231,PH,2013-10-01,PAL
RP-C9911,A321,Airbus A321-231,PH,2014-08-01,
RP-C9912,A321,Airbus A321-231,PH,2014-09-01,PAL
RP-C9914,A321,Airbus A321-231,PH,2014-09-01,PAL
RP-C9916,A321,Airbus A321-231,PH,2014-11-01,PAL
RP-C9917,A321,Airbus A321-231,PH,2014-11-01,PAL
RP-C9918,A321,Airbus A321-231,PH,2015-02-01,PAL
RP-C9919,A321,Airbus A321-231,PH,2015-03-01,PAL
RP-C9921,A321,Airbus A321-231,PH,2015-03-01,GAP
RP-C9923,A321,Airbus A321-231,PH,2015-04-01,GAP
RP-C9924,A321,Airbus A321-231,PH,2015-05-01,GAP
RP-C9926,A321,Airbus A321-231,PH,2016-06-01,PAL
RP-C9927,A321,Airbus A321-231,PH,2016-08-01,GAP
RP-C9928,A321,Airbus A321-231,PH,2016-10-01,PAL
RP-C9929,A321,Airbus A321-231,PH,2016-11-01,PAL
RP-C9930,A21N,Airbus A321-271N,PH,2018-05-01,PAL
RP-C9934,A21N,Airbus A321-271N,PH,2018-09-01,PAL
RP-C9936,A21N,Airbus A321-271N,PH,2018-12-01,PAL
RP-C9938,A21N,Airbus A321-271NX,PH,2020-02-01,PAL
S2-AFO,B77W,Boeing 777-3E9(ER),BD,2011-09-01,BBC
S2-AHF,AT75,ATR 72-500,BD,2000-03-01,NVQ
S2-AHG,AT75,ATR 72-500,BD,2008-11-01,NVQ
S2-AHH,AT75,ATR 72-500,BD,2008-09-01,NVQ
S2-AKE,DH8D,De Havilland Canada Dash 8-400,BD,2021-01-01,BBC
S5-3142,GLID,,,,
S5-3300,GLID,,,,
S5-ABW,A306,Airbus A300B4-605R(F),SI,1989-09-01,SOP
S5-ACJ,E145,Embraer ERJ-145LU,SI,1999-01-01,AIA
S5-CMA,PC6T,Pilatus PC-6/B2-H4 Turbo Porter,SI,,
S5-DNA,EVSS,Evektor-Aerotechnik SportStar RTC,SI,,
S5-MBY,STRM,SG Aviation Storm,SI,2011-01-01,
S5-MMY,ONE,Gogetair G-750T,SI,2020-01-01,
S7-SIL,A320,Airbus A320-232,SC,,
SE-CRS,SB91,SAAB 91D Safir,SE,1961-01-01,
SE-DMS,A21N,Airbus A321-253NX,SE,2021-12-01,SAS
SE-DOX,A20N,Airbus A320-251N,SE,2017-02-01,SAS
SE-DOY,A20N,Airbus A320-251N,SE,2017-03-01,SAS
SE-DOZ,A20N,Airbus A320-251N,SE,2017-04-01,SAS
SE-DYC,A20N,Airbus A320-251N,SE,2017-11-01,
SE-DYD,A20N,Airbus A320-251N,SE,2017-12-01,
SE-DYM,A20N,Airbus A320-251N,SE,2017-12-01,
SE-GPN,P28A,Piper PA-28-161,SE,1977-01-01,
SE-ISG,SF34,Saab 340B,SE,1989-09-01,
SE-JEP,EC20,Airbus Helicopters H120,SE,1998-01-01,
SE-JSM,EC45,Airbus Helicopters H145,SE,2015-01-01,DFL
SE-JTT,R44,Robinson R44,SE,2019-01-01,
SE-JVE,B407,Bell 407,SE,2009-01-01,
SE-KDK,BE20,Beech B200 Super King Air,SE,1981-01-01,CFL
SE-KFP,BE20,Beech B200C Super King Air,SE,1988-01-01,
SE-KVL,BE20,Beech B200 Super King Air,SE,1981-01-01,JON
SE-KXI,SF34,Saab 340B,SE,1989-01-01,
SE-KXK,SB20,Saab 2000,SE,1995-02-01,
SE-KXP,ATP,BAe ATP-F,SE,1992-11-01,SWN
SE-LJS,SF34,Saab 340B,SE,1990-01-01,
SE-LJT,SF34,Saab 340B,SE,1990-01-01,
SE-LKY,BE20,Beech B200C Super King Air,SE,1986-01-01,CFL
SE-LOM,SB20,Saab 2000,SE,1996-03-01,
SE-LOP,DA40,Diamond DA40 Diamond Star,SE,,
SE-LPS,ATP,BAe ATP-F,SE,1991-11-01,SWN
SE-LTL,BE20,Beech B200 Super King Air,SE,1979-01-01,JON
SE-LTR,F50,Fokker 50,SE,1991-07-01,APF
SE-LZM,C172,Cessna 172R Skyhawk,SE,2007-01-01,SCQ
SE-MAI,ATP,BAe ATP-F,SE,1988-12-01,SWN
SE-MAJ,ATP,BAe ATP-F,SE,1991-06-01,SWN
SE-MAM,ATP,BAe ATP-F,SE,1988-02-01,SWN
SE-MAO,ATP,BAe ATP-F,SE,1989-02-01,SWN
SE-MAP,ATP,BAe ATP-F,SE,1991-06-01,SWN
SE-MCC,DA40,Diamond DA40 Diamond Star,SE,2006-01-01,
SE-MDA,AT75,ATR 72-500,SE,2008-03-01,
SE-MDC,AT75,ATR 72-500,SE,2009-12-01,DAT
SE-MHU,B190,Beech 1900C,SE,1990-01-01,JON
SE-MKA,AT76,ATR 72-600,SE,2015-10-01,BRX
SE-MKB,AT76,ATR 72-600,SE,2015-12-01,BRX
SE-MKC,AT76,ATR 72-600,SE,2016-01-01,BRX
SE-MKD,AT76,ATR 72-600,SE,2016-06-01,BRX
SE-MKE,AT76,ATR 72-600,SE,2016-07-01,BRX
SE-MKF,AT76,ATR 72-600,SE,2016-09-01,BRX
SE-MKG,AT76,ATR 72-600,SE,2016-10-01,BRX
SE-MKH,AT76,ATR 72-600,SE,2016-11-01,BRX
SE-MKI,AT76,ATR 72-600,SE,2016-11-01,BRX
SE-MKK,AT76,ATR 72-600,SE,2016-06-01,BRX
SE-MKL,AT76,ATR 72-600,SE,2019-07-01,BRX
SE-MKM,AT76,ATR 72-600,SE,2019-12-01,BRX
SE-MKN,AT76,ATR 72-600,SE,2020-01-01,BRX
SE-RET,B737,Boeing 737-76N,SE,2002-02-01,
SE-REX,B737,Boeing 737-76N,SE,2002-10-01,
SE-RFM,B738,Boeing 737-8K5,SE,2012-04-01,
SE-RFX,B738,Boeing 737-8K5,SE,2012-03-01,
SE-RIJ,C56X,Cessna 560XLS Citation Excel,SE,2002-01-01,JON
SE-RJX,B737,Boeing 737-76N,SE,2007-01-01,SAS
SE-RKA,A21N,Airbus A321-251N,SE,2017-06-01,NVR
SE-RKB,A21N,Airbus A321-251N,SE,2017-08-01,NVR
SE-RKL,GLF5,Gulfstream G550,SE,2009-01-01,EUW
SE-RLK,B738,Boeing 737-83N(BCF),SE,2002-01-01,SWN
SE-RLL,B738,Boeing 737-83N(BCF),SE,2002-07-01,SWN
SE-RLM,B738,Boeing 737-83N(BCF),SE,2002-08-01,SWN
SE-RND,B38M,Boeing 737 MAX 8,SE,2019-06-01,BLX
SE-RNE,B38M,Boeing 737 MAX 8,SE,2019-03-01,BLX
SE-RNF,B38M,Boeing 737 MAX 8,SE,2022-05-01,BLX
SE-ROA,A20N,Airbus A320-251N,SE,2017-06-01,SAS
SE-ROB,A20N,Airbus A320-251N,SE,2017-06-01,SAS
SE-ROC,A20N,Airbus A320-251N,SE,2017-06-01,SAS
SE-ROD,A20N,Airbus A320-251N,SE,2017-07-01,SAS
SE-ROE,A20N,Airbus A320-251N,SE,2017-09-01,SAS
SE-ROF,A20N,Airbus A320-251N,SE,2019-06-01,SAS
SE-ROG,A20N,Airbus A320-251N,SE,2019-11-01,SAS
SE-ROH,A20N,Airbus A320-251N,SE,2020-02-01,SAS
SE-ROI,A20N,Airbus A320-251N,SE,2019-12-01,SAS
SE-ROJ,A20N,Airbus A320-251N,SE,2019-10-01,SAS
SE-ROK,A20N,Airbus A320-251N,SE,2019-12-01,SAS
SE-ROL,A20N,Airbus A320-251N,SE,2020-01-01,SAS
SE-ROM,A20N,Airbus A320-251N,SE,2018-11-01,SAS
SE-RON,A20N,Airbus A320-251N,SE,2018-08-01,SAS
SE-ROO,A20N,Airbus A320-251N,SE,2019-05-01,SAS
SE-ROP,A20N,Airbus A320-251N,SE,2018-08-01,SAS
SE-ROR,A20N,Airbus A320-251N,SE,2019-07-01,SAS
SE-ROS,A20N,Airbus A320-251N,SE,2019-10-01,SAS
SE-ROT,A20N,Airbus A320-251N,SE,2019-10-01,SAS
SE-ROU,A20N,Airbus A320-251N,SE,2019-12-01,SAS
SE-ROX,A20N,Airbus A320-251N,SE,2019-12-01,SAS
SE-ROY,A20N,Airbus A320-251N,SE,2019-12-01,SAS
SE-ROZ,A20N,Airbus A320-251N,SE,2020-02-01,SAS
SE-RPD,B738,Boeing 737-8JP,SE,2016-04-01,NSZ
SE-RPE,B738,Boeing 737-8JP,SE,2016-03-01,NSZ
SE-RPF,B738,Boeing 737-8JP,SE,2016-05-01,NSZ
SE-RPG,B738,Boeing 737-8JP,SE,2016-06-01,NSZ
SE-RPH,B738,Boeing 737-8JP,SE,2016-07-01,NSZ
SE-RPI,B738,Boeing 737-8JP,SE,2016-03-01,NSZ
SE-RPJ,B738,Boeing 737-8JP,SE,2016-06-01,NSZ
SE-RPK,B738,Boeing 737-8JP,SE,2016-03-01,NSZ
SE-RPL,B738,Boeing 737-8JP,SE,2016-08-01,NSZ
SE-RPM,B738,Boeing 737-8JP,SE,2016-09-01,NSZ
SE-RPR,B738,Boeing 737-8JP,SE,2015-12-01,NSZ
SE-RPS,B738,Boeing 737-8JP,SE,2016-01-01,NSZ
SE-RPT,B738,Boeing 737-8JP,SE,2015-09-01,NSZ
SE-RPU,B738,Boeing 737-8JP,SE,2015-09-01,NSZ
SE-RPX,B738,Boeing 737-8JP,SE,2013-07-01,
SE-RRB,B738,Boeing 737-8JP,SE,2009-09-01,NSZ
SE-RRE,B738,Boeing 737-8JP,SE,2010-09-01,NSZ
SE-RRF,B738,Boeing 737-8JP,SE,2010-11-01,NSZ
SE-RRG,B738,Boeing 737-8JP,SE,2010-12-01,NSZ
SE-RRH,B738,Boeing 737-8JP,SE,2015-07-01,
SE-RRI,B738,Boeing 737-8JP,SE,2015-05-01,
SE-RRJ,B738,Boeing 737-8JP,SE,2018-02-01,NSZ
SE-RRN,B738,Boeing 737-8JP,SE,2011-03-01,NSZ
SE-RRO,B738,Boeing 737-8JP,SE,2011-03-01,NSZ
SE-RRP,B738,Boeing 737-8JP,SE,2011-04-01,NSZ
SE-RRS,B738,Boeing 737-8JP,SE,2011-05-01,NSZ
SE-RRT,B738,Boeing 737-8JP,SE,2011-02-01,NSZ
SE-RRU,B738,Boeing 737-8JP,SE,2013-01-01,
SE-RRV,B738,Boeing 737-8JP,SE,2017-02-01,
SE-RRX,B738,Boeing 737-8JP,SE,2012-12-01,
SE-RRY,B738,Boeing 737-8JP,SE,2017-01-01,
SE-RRZ,B738,Boeing 737-8JP,SE,2017-01-01,
SE-RSD,A359,Airbus A350-941,SE,2020-06-01,SAS
SE-RSI,E195,Embraer E195LR,SE,2007-01-01,SVS
SE-RSK,E195,Embraer E195LR,SE,2007-01-01,SVS
SE-RSL,E195,Embraer E195LR,SE,2007-01-01,SVS
SE-RSM,E195,Embraer E195LR,SE,2008-01-01,SVS
SE-RSO,E195,Embraer E195LR,SE,2008-01-01,SVS
SE-RTB,B38M,Boeing 737 MAX 8,SE,2018-12-01,NSZ
SE-RTC,B38M,Boeing 737 MAX 8,SE,2018-11-01,NSZ
SE-RUA,A20N,Airbus A320-251N,SE,2020-06-01,SAS
SE-RUB,A20N,Airbus A320-251N,SE,2020-07-01,SAS
SE-RUC,A20N,Airbus A320-251N,SE,2020-10-01,SAS
SE-RUD,A20N,Airbus A320-251N,SE,2020-12-01,SAS
SE-RUE,A20N,Airbus A320-251N,SE,2021-01-01,SAS
SE-RUF,A20N,Airbus A320-251N,SE,2021-03-01,SAS
SE-RXA,B738,Boeing 737-84P,SE,2010-02-01,NSZ
SE-RXB,B738,Boeing 737-84P,SE,2010-05-01,NSZ
SE-RXC,B738,Boeing 737-86N,SE,2011-03-01,NSZ
SE-RXD,B738,Boeing 737-86N,SE,2013-09-01,NSZ
SE-SKV,GLID,,,,
SE-SKY,GLID,Schempp-Hirth Ventus 2cM,SE,,
SE-SMZ,GLID,,,,
SE-TZI,GLID,DG-300,SE,,
SE-UMJ,GLID,,SE,,
SE-UPS,GLID,ASK 21,SE,,
SE-URT,DIMO,Diamond HK-36TC Super Dimona,SE,,
SE-UVI,GLID,Glaser-Dirks DG-500,SE,,
SE-UYA,GLID,Arcus M,SE,,
SE-VRI,GYRO,AutoGyro Europe MT-03,SE,2014-01-01,
SE-VSG,EV97,Evektor EV-97 EuroStar,SE,2013-01-01,
SE-VUK,C42,Aerosport Ikarus C42,SE,2006-01-01,
SE-VUX,,,SE,,
SE-XTD,GLST,Glasair GS-2 Sportsman,SE,2014-01-01,
SE-XUA,RV6,Van's RV-6A,SE,2001-01-01,
SEI13,GRND,Airport Ground Vehicle,ES,,
SGP11,GLID,,,,
SHRL4,GRND,Airport Ground Vehicle,TR,,
SN-28XG,EC35,Airbus Helicopters H135,PL,2019-01-01,
SP-2844,GLID,,,,
SP-3648,GLID,,,,
SP-3962,GLID,Centrair 101D Pegase,PL,1986-01-01,
SP-4072,GLID,,,,
SP-ATB,C182,Cessna 182T Skylane,PL,1999-01-01,
SP-CUA,SF34,Saab 340B,PL,1989-10-01,
